Age,Gender,Calorie_Intake,Sugar_Intake,Physical_Activity,Fast_Food_Frequency,Screen_Time,Height,Weight,BMI
70,Female,2202,101,91,1,7,1.647216595,39.76353178,14.65492274
39,Female,2153,34,26,3,3,1.485299823,77.92395973,35.3217941
52,Female,2257,58,150,3,7,1.655407109,65.59500111,23.93652557
54,Female,2557,79,126,1,8,1.528579025,53.28723624,22.80590989
33,Female,1686,73,18,3,10,1.641924325,64.37236925,23.87774004
67,Male,2378,65,79,0,7,1.809140504,57.89498602,17.68871805
75,Female,2972,16,162,4,8,1.54809702,81.55734816,34.03037595
66,Female,2609,79,132,3,0,1.601569669,55.26492993,21.54556825
60,Female,2172,44,87,3,1,1.764803237,56.86452373,18.25781587
34,Female,2375,98,132,2,4,1.604582639,69.00033392,26.79951994
33,Male,1617,30,92,1,8,1.505588469,70.07946622,30.91563887
75,Female,3146,56,5,3,1,1.600096252,65.91182652,25.74370979
72,Female,2581,69,40,1,0,1.653063761,39.37975028,14.41098769
19,Female,2541,26,40,2,4,1.72418542,45.39809308,15.27107726
21,Male,3402,114,171,0,6,1.434594117,72.01149621,34.98998398
38,Female,2370,99,47,4,11,1.718204679,52.66996219,17.84075428
56,Female,2663,114,164,0,3,1.673595064,77.48271462,27.66330439
51,Male,1957,26,92,4,1,1.397595605,34.85019037,17.84194115
47,Male,2205,80,32,0,9,1.617842951,62.28380606,23.79591571
23,Male,2141,34,162,4,3,1.663126563,51.25969715,18.53213418
34,Female,2465,43,101,0,10,1.545578674,47.57106631,19.91409859
56,Female,1711,35,111,1,7,1.523688778,46.25716717,19.924457
42,Female,1985,15,133,4,0,1.643626609,65.01409162,24.06584813
22,Male,3319,19,45,1,0,1.646868639,58.50952891,21.57290755
22,Female,2643,90,73,2,11,1.394323024,60.14766431,30.93798107
37,Female,2390,87,35,3,8,1.566498984,51.95859321,21.17371918
33,Female,3077,12,171,2,1,1.552380207,82.20547093,34.11179147
68,Male,2526,68,134,2,5,1.489129453,69.16146263,31.18884287
58,Male,3467,89,134,4,10,1.752831704,63.76703052,20.75466624
54,Female,2752,78,28,4,7,1.763057985,78.95936676,25.40214931
57,Male,2752,57,64,2,11,1.475297199,69.89770066,32.11469885
26,Male,2501,32,59,0,9,1.628490225,57.74445931,21.77408967
22,Male,2484,100,111,3,9,1.701874117,74.07475151,25.57498198
59,Female,1842,14,34,1,6,1.76892316,94.22548575,30.1127521
74,Male,2664,65,28,1,3,1.754681328,65.18582612,21.17174549
19,Male,2580,110,37,0,11,1.607331298,76.35508038,29.55473951
26,Female,2739,47,139,3,4,1.660461113,86.70481335,31.44747563
60,Female,3166,91,86,0,9,1.781225508,71.19789854,22.44033643
53,Female,2637,85,109,1,0,1.600417175,84.30157775,32.91313838
39,Female,3226,94,79,0,5,1.539593847,65.86703093,27.78790169
39,Female,3278,16,77,4,2,1.78526809,34.41275384,10.79723474
39,Female,1793,26,79,1,1,1.524479123,49.33572522,21.22846314
51,Female,3350,115,133,4,6,1.443009277,77.88556052,37.40405644
72,Male,1527,18,35,3,3,1.684742151,95.62222039,33.68929639
46,Female,3061,114,51,4,5,1.735996847,58.13180679,19.28927733
55,Male,3119,97,87,0,10,1.796149026,93.0596347,28.84540288
76,Male,2358,84,114,3,2,1.729705013,53.26004678,17.80153512
63,Female,2844,98,26,2,9,1.74458742,63.44804382,20.84648147
50,Female,3365,55,24,3,8,1.515797792,68.96816734,30.01692122
35,Female,3237,46,167,2,2,1.695643772,76.45668818,26.59170866
24,Female,2072,16,163,2,1,1.718993152,77.75912007,26.31498
18,Female,3220,26,28,3,6,1.576667842,68.37043142,27.503496
50,Female,3281,50,94,2,2,1.650870622,106.7394509,39.16506812
18,Female,3036,73,2,4,0,1.78979792,74.29098659,23.19146202
41,Female,2427,92,140,4,4,1.755602413,60.00344589,19.46811279
21,Male,3278,66,67,3,6,1.794166052,96.64867166,30.02414297
21,Male,2555,94,138,2,9,1.587414053,73.2516382,29.0694557
78,Female,3270,54,175,0,1,1.833452488,89.12652329,26.5135356
35,Male,2934,82,59,3,4,1.584854475,45.44932842,18.0945876
44,Male,1896,118,1,2,7,1.474922333,72.29020262,33.23082618
60,Male,2540,119,78,2,6,1.63538917,65.28917805,24.41175297
76,Male,3447,17,110,2,5,1.638320226,61.99658716,23.09777768
49,Female,2100,119,12,0,5,1.547950208,72.6851238,30.3341312
50,Female,2575,118,34,4,3,1.696593392,86.93743922,30.20308476
45,Female,1869,100,50,1,9,1.942493105,67.69597525,17.94088562
59,Female,1663,96,107,0,7,1.710213568,91.32760011,31.22492115
58,Female,2826,19,112,1,5,1.753428603,51.45130061,16.73478682
72,Female,1949,63,55,4,11,1.738496562,74.73562812,24.72748897
53,Female,3451,75,39,2,9,1.5783944,77.93766408,31.28357104
77,Female,2043,53,11,1,6,1.524616707,34.42203752,14.80864167
23,Male,2209,57,15,1,6,1.63233046,77.22185076,28.98171201
79,Male,3025,80,115,0,6,1.65154667,66.19020473,24.26677276
33,Female,1850,11,40,4,10,1.806031519,76.1628163,23.35029352
51,Female,1878,89,147,3,0,1.559318757,87.82639412,36.12062414
40,Female,2962,15,167,1,2,1.653638815,73.44197594,26.85734251
67,Female,1700,89,60,0,9,1.649798055,65.9440028,24.22778609
59,Male,2630,98,33,2,6,1.615268291,47.35587279,18.15032936
41,Male,2004,54,18,4,3,1.715348466,68.79138005,23.37918165
73,Female,2511,19,172,2,11,1.678509778,91.66796163,32.53642431
66,Male,2907,18,90,2,4,1.815104698,23.61788174,7.168653386
30,Female,3371,105,28,3,4,1.668274841,87.47994375,31.43209255
73,Female,3380,41,18,1,5,1.417855709,79.44679351,39.51957826
35,Female,2819,11,26,3,7,1.528095696,69.15681003,29.61650777
71,Male,2551,30,129,0,5,1.586382073,79.0190547,31.3990308
30,Female,1836,12,167,3,8,1.353453443,87.12532429,47.56174335
66,Female,1786,107,102,0,7,1.522139743,63.4304192,27.3771686
54,Female,2130,102,77,1,3,1.767443628,71.35127195,22.84076142
60,Female,2866,115,7,1,5,1.46706163,70.11023036,32.57501897
56,Female,2554,93,26,3,10,1.710638584,93.15956929,31.83544646
78,Male,2165,32,157,2,9,1.495038735,70.08345404,31.35527457
59,Female,3295,46,152,3,4,1.647392314,72.19575852,26.60220359
34,Female,3010,81,48,4,0,1.64947758,84.08560859,30.90500639
32,Male,3142,117,55,1,10,1.680853043,77.61316426,27.47109053
35,Male,2774,45,99,4,3,1.476696018,73.27753935,33.60382154
40,Male,2886,23,101,4,0,1.770887152,50.12422362,15.98327915
71,Female,1606,96,64,4,1,1.59576971,63.6455668,24.99353719
68,Female,2005,100,30,2,6,1.540131048,75.41740359,31.79480933
47,Male,2965,24,59,1,5,1.705345165,71.90842201,24.72607431
75,Female,1616,44,161,1,5,1.647270801,67.9191347,25.03007458
51,Female,2768,31,144,1,4,1.563844798,80.3767934,32.86573706
75,Male,1578,56,72,3,9,1.600768017,102.4268101,39.97208942
21,Male,2240,45,28,0,1,1.307858663,71.12335783,41.58058786
20,Male,3009,24,133,1,3,1.625989258,79.84309635,30.19965812
24,Female,1522,105,87,2,10,1.599457887,66.99890947,26.18919288
73,Male,2720,114,125,2,3,1.595254113,53.14769656,20.88452973
35,Female,1860,91,5,0,7,1.558968471,65.43348768,26.92312115
59,Female,2199,67,103,3,2,1.723738702,72.9147447,24.53988337
24,Female,2950,118,130,2,7,1.700903727,69.10347318,23.88583402
57,Male,1716,40,94,0,10,1.683785395,71.41355965,25.18878414
23,Female,2489,50,158,2,7,1.524211808,44.11656893,18.98939312
39,Female,3282,109,75,0,0,1.571466153,63.03213672,25.52418988
75,Male,3189,98,179,2,6,1.313093136,45.84385157,26.58826725
18,Male,2206,118,135,3,6,1.70075097,74.55752227,25.77567293
21,Female,2127,83,89,3,6,1.809509047,69.74551508,21.30074378
63,Female,2719,113,25,2,3,1.400524098,67.1689136,34.24421007
66,Male,2066,87,142,2,3,1.768950946,47.32343795,15.12323525
69,Female,3210,35,85,4,10,1.790299167,67.64156856,21.10388689
67,Female,1942,92,121,1,4,1.541694993,91.86162989,38.64890758
60,Female,2982,39,126,3,8,1.965741152,61.79231333,15.99122725
46,Male,1958,112,61,2,6,1.53742175,71.54824008,30.27003439
38,Female,3007,21,140,1,6,1.592938307,72.88401735,28.72330371
43,Male,1643,40,45,2,1,1.620030464,47.08522379,17.94065422
31,Female,1813,118,8,1,7,1.713062406,47.46224206,16.17342061
26,Female,2374,91,87,1,10,1.549049206,48.65662086,20.27736494
76,Female,2228,11,2,3,5,1.591222473,75.79556756,29.93518882
64,Female,2780,87,150,4,9,1.488530978,88.43012868,39.910255
29,Male,2138,29,11,0,8,1.663496246,96.20664673,34.76653648
59,Female,1973,67,40,2,10,1.81119236,67.92137964,20.70510054
68,Male,2184,112,171,1,6,1.624953055,86.41421532,32.72680084
73,Female,2105,29,10,4,2,1.732091341,64.00072982,21.33257815
68,Male,3022,43,146,1,8,1.607021338,51.86673513,20.08378781
23,Female,2401,69,72,2,5,1.831033807,57.01590184,17.00604298
37,Female,2742,43,164,0,6,1.658551276,63.50920072,23.08760277
41,Female,3087,46,137,3,5,1.522723012,69.44311042,29.94934597
44,Male,3054,76,72,0,3,1.661440273,68.90575749,24.9623831
55,Female,2881,108,32,3,7,1.624222879,79.2166368,30.02791326
25,Male,2760,106,147,1,4,1.621528224,67.07592544,25.51042235
18,Female,3206,28,171,4,10,1.697334387,84.05491916,29.17617229
71,Female,1774,104,74,3,6,1.46323313,60.28577211,28.15709044
66,Female,3330,61,92,1,10,1.62745843,63.88338684,24.11949019
66,Female,3399,53,110,2,9,1.779227027,94.67490255,29.90695057
41,Male,3195,95,124,2,1,1.806652411,39.10890822,11.98192184
64,Female,2251,36,123,4,8,1.562453413,106.5259789,43.63564298
24,Male,3100,47,12,4,8,1.452750859,77.5180202,36.7299545
36,Female,1716,101,123,2,7,1.830449061,115.6426236,34.51458381
39,Female,3082,30,62,2,11,1.54076416,90.47313401,38.11073279
74,Female,2920,93,141,3,7,1.599151197,66.77150621,26.11031539
72,Female,2597,47,53,4,5,1.551301452,50.96213962,21.17655232
77,Male,2175,22,169,2,10,1.640430242,93.29119049,34.66770569
52,Female,2209,102,165,3,3,1.578735679,45.23421742,18.1488133
79,Male,2422,30,82,1,4,1.75086161,77.13778073,25.16306268
47,Female,2851,51,105,4,5,1.734220866,55.86090439,18.57373086
46,Female,1907,106,110,4,5,1.493193819,84.47537964,37.88766016
39,Male,1647,105,116,2,10,1.466421335,45.90332371,21.34649576
28,Male,2609,57,71,2,0,1.512228462,81.5988456,35.68200086
37,Male,3044,55,81,2,0,1.571183161,77.3935346,31.35097484
79,Female,2002,101,35,2,8,1.719651289,73.43998347,24.83429246
46,Male,3288,87,8,0,4,1.687967355,75.78953859,26.59997184
68,Female,1731,66,4,2,6,1.839662092,73.20532465,21.63049968
58,Female,3411,115,142,1,5,1.56964354,58.66203325,23.8097611
59,Male,1997,61,151,2,3,1.519483697,51.63785723,22.36537184
51,Female,1922,31,63,2,0,1.646150158,68.12622302,25.14058714
18,Female,2990,110,47,1,5,1.440663893,100.4791252,48.41171874
48,Male,1746,107,170,3,10,1.660608207,78.57980563,28.49552024
47,Female,2893,26,166,1,5,1.57961342,59.23989996,23.74174778
65,Male,3036,106,152,4,1,1.8844459,80.92105959,22.78737046
35,Male,3302,106,85,1,5,1.624354425,65.68952962,24.89628577
72,Female,1604,111,113,4,9,1.892442546,57.13813956,15.95440781
75,Female,1733,35,132,0,7,1.701451409,88.30480734,30.503189
34,Female,2981,48,118,1,11,1.739457378,80.73946296,26.68445105
55,Female,2780,80,6,3,9,1.70063226,69.67316304,24.09043827
31,Female,1974,72,145,0,9,1.46501285,92.40067029,43.05189312
40,Male,3116,98,127,2,9,1.814372755,77.47891067,23.53588182
42,Male,3158,60,5,3,1,1.744337665,73.36725751,24.11244047
32,Male,2503,39,112,1,7,1.659242738,43.22905478,15.70203309
63,Female,2695,50,11,1,5,1.482533769,89.37550965,40.66392936
73,Female,3342,42,107,3,6,1.447054537,46.70506264,22.30458569
39,Male,2796,59,160,2,9,1.617888686,72.61762225,27.74244594
20,Male,3394,72,20,2,0,1.755837898,74.60733742,24.19985166
73,Female,2258,48,41,0,2,1.660083342,62.38714415,22.63785752
72,Male,2374,37,45,3,10,1.689003278,53.63791488,18.80229672
36,Female,3411,27,2,4,10,1.831299676,71.96394547,21.45834031
74,Female,2717,83,52,3,1,1.753505583,79.27009509,25.78072185
61,Female,1611,68,61,2,3,1.73230231,59.86837074,19.95032937
51,Male,1522,75,140,2,6,1.732895906,61.37448984,20.43821408
52,Female,2436,116,50,0,7,1.701249067,52.8963402,18.27636509
67,Male,3417,52,146,3,7,1.721670711,45.46960615,15.33984635
78,Female,1814,87,61,1,7,1.710569699,67.73379976,23.14855522
18,Female,1701,22,164,4,4,1.717783294,58.97972963,19.98784752
69,Female,3024,10,142,3,10,2.077414444,79.95540358,18.52684746
38,Female,2117,41,89,4,10,1.637189127,80.08292366,29.87735976
46,Male,2105,98,69,3,8,1.381023773,78.95633686,41.39850731
23,Female,2494,19,90,2,10,1.520839923,59.28899682,25.63345185
54,Female,1524,24,11,4,5,1.78476474,84.25186312,26.44950562
18,Male,2156,102,88,3,7,1.697502619,55.64475122,19.31093486
68,Male,3031,26,177,1,3,1.615494626,82.34012645,31.55008215
18,Female,2889,72,46,2,0,1.70066564,77.4479986,26.77764159
44,Female,2030,115,15,1,4,1.761906835,80.31635577,25.87248324
38,Female,3245,63,109,0,2,1.715891356,49.02730141,16.65169381
70,Female,3117,113,143,0,8,1.821544295,88.6939113,26.73094635
33,Female,1545,32,33,0,11,1.876442304,72.49849289,20.59010434
61,Female,2558,80,45,2,4,1.761021054,69.57536429,22.43501646
76,Female,1701,59,86,1,7,1.643005355,55.73225186,20.64565345
78,Male,3058,68,63,3,3,1.812116661,61.0822912,18.6012878
71,Female,1864,45,176,2,3,1.561830772,66.8517302,27.40593993
57,Male,1969,15,148,3,1,1.510021776,66.93886401,29.35701653
43,Male,2823,75,81,2,7,1.509098277,94.96529523,41.69940676
33,Female,2276,118,130,4,10,1.61988267,68.98414613,26.28949083
45,Female,1915,41,139,0,8,1.521164601,65.44378781,28.28238352
18,Male,2869,62,37,0,7,1.689984907,66.50023108,23.28399526
53,Male,2872,117,77,4,7,1.726803432,75.75560343,25.40557074
27,Female,2198,78,90,1,4,1.870468011,73.450134,20.99384671
60,Female,2309,92,145,0,8,1.608536736,54.3316106,20.99861311
34,Female,1689,11,83,0,8,1.786644203,97.70775365,30.60926347
74,Female,2926,52,162,1,4,1.681917558,66.43699676,23.4855418
76,Male,3275,96,83,1,8,1.734689413,50.24308142,16.69678331
40,Male,1848,49,101,4,0,1.873618677,60.2870039,17.17359778
24,Male,1872,77,75,0,2,1.748747468,69.3644279,22.68206607
61,Male,3162,13,16,4,4,1.559393568,95.01186416,39.07206477
70,Female,3028,84,148,2,7,1.516501765,66.29672258,28.82744945
24,Male,2814,55,69,1,2,1.475309145,57.26614883,26.31067008
61,Male,3495,114,46,1,2,1.438710652,64.87131819,31.3404916
32,Female,3427,29,164,0,6,1.597949217,68.05607849,26.65268547
51,Female,2484,23,53,3,10,1.675405158,67.77025759,24.14345617
63,Female,2486,108,14,4,9,1.653347864,43.6397953,15.9644598
62,Female,1610,118,138,1,3,1.576113832,54.97715939,22.13131073
21,Male,3078,23,8,1,5,1.426204403,82.20967318,40.41656273
31,Female,3026,58,2,0,4,1.806164457,75.94153261,23.27902433
31,Male,2824,12,12,0,2,1.566068462,75.18123357,30.65405694
33,Female,2145,88,95,3,1,1.712499184,60.99300784,20.79789131
24,Female,2536,30,5,2,9,1.526844018,47.48517355,20.36895205
49,Female,2022,70,128,2,4,1.455574546,71.44042871,33.71903578
36,Female,2625,11,132,0,11,1.594052299,76.22279718,29.99713312
19,Female,3489,30,65,3,7,1.71735284,97.43258367,33.03582477
27,Female,1696,19,95,0,11,1.446811688,57.52411773,27.48058348
67,Male,2914,100,111,2,7,1.612029512,79.71441004,30.67544414
78,Female,1554,28,124,4,1,1.635311345,78.46231565,29.34000761
34,Male,1682,62,40,1,0,1.599378993,42.31912,16.54374599
54,Female,2542,85,177,1,10,1.500079204,74.68706499,33.19074591
29,Male,1862,58,112,3,4,1.632095831,56.98584461,21.39319641
23,Male,3297,89,6,2,3,1.565716712,78.52420707,32.03149325
39,Female,1972,17,20,3,2,1.475228407,81.07543769,37.25381632
49,Male,1508,66,147,3,3,1.790976645,60.03249845,18.71572148
58,Female,2159,110,159,3,0,1.767741204,76.12698068,24.36134351
37,Male,1524,98,95,1,10,1.573462638,98.05950625,39.6074454
18,Female,2829,33,5,3,2,1.578712245,74.97765804,30.08333058
71,Female,3107,56,40,2,3,1.638160885,65.22876124,24.30670148
64,Female,2957,113,32,2,11,1.752203588,73.1333619,23.82025507
70,Male,2945,91,152,4,9,1.807745658,61.50027885,18.81925516
75,Male,3357,30,23,2,4,1.473647726,57.33702074,26.40266506
23,Female,2580,17,94,1,0,1.764104637,85.02851072,27.32221406
36,Male,3057,28,139,2,11,1.664145895,67.42007041,24.3448109
35,Female,2323,39,164,0,9,1.629431669,79.3635149,29.89156052
23,Female,3071,100,105,3,2,1.505230027,62.73106819,27.68706603
62,Female,2702,109,177,4,10,1.630954054,83.58424221,31.422516
50,Male,1567,109,8,0,1,1.63545258,78.54089067,29.36431739
40,Male,3019,35,92,2,7,1.608056071,95.98095241,37.11783862
40,Male,2524,29,125,2,8,1.62946188,73.18888787,27.56492011
43,Female,1547,114,66,3,7,1.778573516,69.66685187,22.02330755
30,Male,2940,87,3,3,4,1.687510581,64.73528517,22.73254483
24,Female,3187,106,53,1,9,1.765211604,74.22888658,23.82206464
32,Male,2444,82,84,4,10,1.478496207,69.58002832,31.83055211
61,Male,2720,96,133,1,3,1.607276849,76.49319133,29.61020416
44,Female,3093,54,164,2,2,1.59035965,57.07994886,22.56798989
43,Male,2571,73,44,4,8,1.718118535,74.63398099,25.28310229
50,Female,3476,39,141,4,7,1.67855891,69.77337228,24.76375727
32,Female,3483,62,83,1,10,1.741829594,74.67216365,24.61202828
53,Male,1854,59,170,2,0,1.84273177,42.16095755,12.41612908
62,Female,2757,71,110,2,10,1.677378404,64.50915016,22.92763324
72,Female,2509,51,134,1,10,1.645933967,90.48092172,33.39890283
44,Male,1936,37,54,4,8,1.619057985,61.24349521,23.36335256
74,Male,2199,67,164,4,8,1.440609616,66.0332666,31.81780114
22,Female,3417,40,15,0,7,1.499987777,62.71915174,27.87563284
78,Male,2125,99,16,1,6,1.455404934,51.53401092,24.32911209
19,Female,1589,109,70,2,0,1.585368689,58.34222366,23.21252715
72,Female,1868,68,89,0,2,1.602825691,61.87057735,24.08305507
75,Male,2438,109,128,1,8,1.857345685,79.11733874,22.93433692
50,Female,2692,84,1,4,4,1.662016713,66.54438939,24.09021473
33,Female,2886,21,94,3,3,1.66832749,82.92621496,29.79402866
40,Female,3445,54,83,1,9,1.55984736,72.55266107,29.81872991
55,Female,2454,75,100,4,10,1.632989638,58.72187308,22.02079745
72,Female,3396,113,122,3,0,1.385207689,33.62433624,17.52362428
33,Male,2700,77,160,2,8,1.726859921,96.65007075,32.41066607
31,Female,1999,41,140,3,6,1.600548031,78.40197335,30.60480178
46,Female,2203,50,64,2,2,1.503987924,59.7503956,26.41508952
43,Female,1632,107,50,3,1,1.629513224,89.88612796,33.85142025
52,Female,1671,64,160,4,2,1.729982188,71.16214692,23.77747747
32,Female,3053,78,2,0,3,1.742681866,68.09423807,22.4219893
20,Female,2262,14,59,2,2,1.865650106,100.7721658,28.95210855
40,Female,1940,72,171,1,1,1.635319443,78.27904589,29.27118623
46,Male,2484,13,121,3,11,1.513085289,91.77402913,40.08602392
51,Female,1611,50,103,1,5,1.69169978,91.50362525,31.97361306
50,Male,2563,21,132,2,3,1.767341389,64.07093266,20.51257346
58,Female,1601,108,174,2,7,1.708982991,60.02337103,20.55156513
58,Male,2892,46,42,3,1,1.665994902,84.51946587,30.45155031
40,Male,2697,107,46,1,0,1.73802874,83.01976545,27.48321875
24,Male,3349,64,5,0,11,1.608334498,73.62663553,28.46310012
20,Female,1840,54,163,0,1,1.657731977,77.25028257,28.11068619
75,Female,2419,37,164,0,4,1.682499461,65.5736334,23.16431066
49,Female,3447,68,117,0,4,1.332764575,61.58237287,34.66965644
48,Male,2313,16,5,0,7,1.570020611,59.25079865,24.0371792
35,Female,1695,69,29,3,0,1.498645285,90.66622633,40.36898563
60,Male,3107,62,100,0,10,1.483130765,106.8939165,48.59528148
24,Male,2705,49,125,2,7,1.481188922,65.32848743,29.77705151
58,Female,3276,61,137,2,9,1.662352004,76.79527181,27.78999696
18,Female,3324,20,155,3,7,1.714323811,71.3764043,24.28672478
78,Male,2846,117,5,0,8,1.513524918,77.7058773,33.92147416
31,Female,2636,105,72,3,3,1.519940222,60.96463771,26.38912449
69,Female,3375,59,23,3,10,1.698753886,69.69311537,24.15065713
49,Male,3198,59,51,4,2,1.769321067,56.71346477,18.11644095
23,Male,3074,105,81,2,8,1.697776056,69.13898844,23.98624207
56,Female,2758,104,67,1,11,1.766749469,74.84482016,23.97793675
27,Male,2004,57,172,3,4,1.62798025,96.82948887,36.53502221
24,Female,3466,93,117,3,10,1.743424117,61.82191,20.33931488
43,Female,2594,63,26,3,1,1.610042675,77.29468064,29.81774747
51,Female,1718,15,12,0,10,1.692224864,99.71916275,34.82270307
47,Female,3040,59,74,1,2,1.512774213,70.1047437,30.63368061
53,Female,3276,91,146,0,7,1.820690373,37.97199174,11.45489694
38,Male,1664,94,160,0,10,1.855720918,46.43592709,13.48431205
79,Female,3036,12,12,1,10,1.671722428,73.98858644,26.47502581
77,Female,1880,50,6,4,6,1.84862533,65.36611534,19.12735318
34,Male,2707,101,32,2,3,1.705663012,62.21356384,21.38447619
50,Female,3426,37,159,2,8,1.63830743,101.8497757,37.94628596
27,Male,1868,41,44,2,10,1.595971958,74.23034881,29.14278074
68,Male,2971,48,55,0,0,1.873246155,77.34036643,22.04025047
64,Female,1507,97,45,0,10,1.631909699,78.86527231,29.61376052
59,Female,3143,80,18,0,10,1.649002499,61.533002,22.6290059
68,Female,2905,72,99,4,6,1.76140273,77.27316178,24.90642258
29,Male,2905,28,161,0,5,1.695917435,57.68356494,20.05592434
73,Female,1947,10,69,1,1,1.614466937,70.12375118,26.90337896
33,Male,3220,42,124,0,11,1.762748353,64.14235985,20.64259533
58,Female,3319,42,53,0,8,1.460370678,51.27471556,24.04235752
49,Female,2677,20,49,3,10,1.639262331,66.03458712,24.57392614
32,Female,1533,69,64,1,8,1.65365981,66.58136779,24.34783609
79,Female,1996,96,44,3,6,1.632374101,60.15949359,22.57692449
44,Female,2363,118,29,3,6,1.749701922,69.53058298,22.71160011
45,Female,1521,37,78,0,3,1.549843671,48.84976778,20.33699189
34,Female,2903,71,72,4,6,1.635794132,28.96253749,10.82378899
63,Female,2671,56,60,1,8,1.951063319,30.75017315,8.078018388
76,Female,3433,26,129,0,9,1.736322039,67.79431405,22.48706191
67,Female,2162,83,157,2,8,1.768879563,77.40662086,24.7389681
75,Female,3102,81,173,2,8,1.63683043,73.47229668,27.42308029
19,Male,3438,18,67,4,9,1.816010517,86.97864173,26.37399398
53,Male,2089,92,146,1,11,1.460225706,76.68497738,35.96419257
67,Female,3267,17,4,1,4,1.784983141,64.47584956,20.23619408
24,Female,3074,68,72,3,11,1.620762664,61.10641826,23.26204978
30,Female,2176,78,56,2,2,1.568730682,89.47707203,36.35925557
32,Male,2622,87,51,2,2,1.560239758,103.8021903,42.640652
42,Female,3164,54,112,2,7,1.640449847,74.02620733,27.50803602
40,Female,3054,42,58,1,7,1.767418956,80.06764653,25.63173746
77,Female,1770,116,59,0,9,1.503176122,51.57408438,22.82505274
39,Male,1500,117,122,2,8,1.829629341,45.79366021,13.67978037
43,Female,1786,47,79,2,1,1.52934741,90.81310088,38.8272115
50,Female,2703,72,122,4,0,1.607640266,46.49518547,17.98996149
28,Male,2438,21,83,3,2,1.583220263,81.8506129,32.65421566
27,Male,2779,76,147,4,7,1.655192654,98.71141756,36.03049997
42,Male,2697,113,102,0,5,1.571833938,94.36751569,38.1952361
54,Male,2353,38,160,4,2,1.580343785,66.96032838,26.81108746
65,Female,1549,31,139,4,0,1.504203674,63.8853517,28.23501352
60,Male,3055,43,148,2,4,1.665715511,73.20729591,26.38473311
70,Male,2116,79,55,2,5,1.489393444,53.54028546,24.13580601
55,Female,1689,108,119,3,6,1.614592243,68.45303462,26.25832275
58,Female,3274,48,150,3,10,1.53012149,85.87522877,36.67888101
62,Female,2566,25,147,4,11,1.520956377,103.7513434,44.8497692
41,Male,3040,40,48,1,9,1.560224658,87.50545347,35.9468505
57,Female,3498,58,174,1,9,1.546686128,87.3175163,36.50034698
63,Female,2259,53,69,3,3,1.702870531,92.06625248,31.74952309
73,Female,1565,88,44,0,9,1.583093049,36.95541265,14.74569245
50,Female,1895,55,162,3,0,1.807571375,71.5549147,21.90022407
34,Female,2774,10,71,4,6,1.567929287,47.40540019,19.28301205
41,Female,1627,53,119,1,8,1.628271773,53.74411048,20.27108949
54,Female,2196,93,119,4,8,1.585101915,67.4601192,26.84928489
74,Male,1687,96,154,0,11,1.635262277,92.67487469,34.65669711
19,Male,2706,93,46,2,5,1.646880149,65.32947276,24.08713594
49,Male,3106,105,31,3,1,1.643971135,61.44918454,22.73671658
74,Male,2077,55,28,2,0,1.726414559,68.22448564,22.89022654
77,Male,3491,98,52,1,1,1.656955284,69.27731483,25.2330338
79,Female,2340,81,92,0,8,1.679431275,46.88553062,16.62318976
41,Male,2261,62,42,4,4,1.792944138,88.21921678,27.4428796
26,Female,2166,42,99,3,8,1.613981125,67.34053634,25.85113813
21,Female,2935,54,111,1,1,1.803787741,57.5409032,17.68503047
34,Male,2432,73,131,0,10,1.669638295,83.3646767,29.90455028
34,Female,1578,103,90,4,1,1.327737835,55.247139,31.33899973
70,Male,2542,12,150,4,4,1.672913692,80.52362909,28.77241187
67,Female,3001,33,59,1,4,1.819281492,70.30928858,21.2428558
65,Female,3470,85,29,4,9,1.721432362,47.42119357,16.00267387
47,Male,3304,40,42,2,6,1.636098272,78.60970519,29.36685209
57,Female,1544,80,47,2,2,1.585082656,47.41855465,18.87315402
75,Female,3297,49,6,0,7,1.845967678,67.69845023,19.86691995
28,Male,2745,90,86,2,2,1.659960549,48.02142053,17.42767569
38,Female,1628,59,30,1,6,1.509064438,81.74219213,35.89473164
38,Female,2117,83,117,0,0,1.664331977,56.96598843,20.56533189
35,Male,2262,24,18,3,9,1.54779956,69.88252827,29.17018418
72,Female,3156,30,51,4,4,1.368126534,83.01493663,44.35102988
46,Male,2753,30,67,2,8,1.651389222,51.13109299,18.74934865
41,Female,2292,69,133,3,3,1.656702698,56.07356437,20.43002999
27,Male,2750,102,121,4,2,1.608638857,51.52085629,19.90975715
62,Female,3445,115,59,1,4,1.60936124,53.39236915,20.61446732
34,Female,1896,114,92,3,10,1.666389152,87.50761941,31.51323658
35,Male,1774,74,117,0,8,1.568781411,71.14186553,28.90682412
59,Male,1637,30,139,1,1,1.51548559,63.66657582,27.72093472
65,Male,2696,64,165,2,6,1.494873329,53.27419551,23.84010223
37,Female,2850,78,140,3,8,1.602634114,63.01403559,24.53400942
54,Male,2282,88,27,1,3,1.681332495,64.13759529,22.68848304
62,Female,1714,119,4,1,4,1.380238498,57.15197802,30.00012003
35,Female,1727,35,173,3,4,1.708766321,75.54150355,25.8714204
34,Female,1606,84,45,2,6,1.613863258,56.39427029,21.65217421
26,Male,1658,64,80,1,8,1.578815376,48.64211212,19.51415408
31,Male,3417,94,154,3,7,1.82641558,51.27118261,15.37000924
66,Female,2659,55,153,1,10,1.789352088,62.50375826,19.52156012
